Date,Month,Year,Area,Property_type,Bedroom,Sale_Price,Price_per_sqft,Rent
1/04/2019,April,2019,Dubai Marina,Apartment,1,"1,000,000","1,152","75,000"
1/05/2019,May,2019,Dubai Marina,Apartment,1,"945,000","1,166","80,000"
1/06/2019,June,2019,Dubai Marina,Apartment,1,"860,000","1,047","76,750"
1/07/2019,July,2019,Dubai Marina,Apartment,1,"800,000",966,"75,000"
1/08/2019,August,2019,Dubai Marina,Apartment,1,"760,000",806,"73,000"
1/09/2019,September,2019,Dubai Marina,Apartment,1,"963,500","1,176","72,000"
1/10/2019,October,2019,Dubai Marina,Apartment,1,"1,030,000","1,272","77,500"
1/11/2019,November,2019,Dubai Marina,Apartment,1,"1,000,000","1,253","70,000"
1/12/2019,December,2019,Dubai Marina,Apartment,1,"950,000","1,134","70,000"
1/01/2020,January,2020,Dubai Marina,Apartment,1,"937,500","1,142","75,000"
1/02/2020,February,2020,Dubai Marina,Apartment,1,"975,000","1,145","77,000"
1/03/2020,March,2020,Dubai Marina,Apartment,1,"1,020,000","1,237","65,000"
1/04/2020,April,2020,Dubai Marina,Apartment,1,"810,000","1,244","64,000"
1/05/2020,May,2020,Dubai Marina,Apartment,1,"900,000","1,128","73,000"
1/06/2020,June,2020,Dubai Marina,Apartment,1,"900,000","1,027","66,000"
1/07/2020,July,2020,Dubai Marina,Apartment,1,"743,447",906,"65,000"
1/08/2020,August,2020,Dubai Marina,Apartment,1,"925,000","1,008","70,000"
1/09/2020,September,2020,Dubai Marina,Apartment,1,"810,000",969,"58,000"
1/10/2020,October,2020,Dubai Marina,Apartment,1,"750,000","1,005","60,000"
1/11/2020,November,2020,Dubai Marina,Apartment,1,"800,000",942,"62,000"
1/12/2020,December,2020,Dubai Marina,Apartment,1,"950,000","1,014","62,000"
1/01/2021,January,2021,Dubai Marina,Apartment,1,"800,000",950,"60,000"
1/02/2021,February,2021,Dubai Marina,Apartment,1,"1,030,000","1,212","62,500"
1/03/2021,March,2021,Dubai Marina,Apartment,1,"1,050,000","1,178","60,900"
1/04/2019,April,2019,Dubai Marina,Apartment,2,"1,420,000","1,086","125,000"
1/05/2019,May,2019,Dubai Marina,Apartment,2,"1,500,000","1,086","120,000"
1/06/2019,June,2019,Dubai Marina,Apartment,2,"1,338,400","1,092","107,500"
1/07/2019,July,2019,Dubai Marina,Apartment,2,"1,025,000",848,"100,000"
1/08/2019,August,2019,Dubai Marina,Apartment,2,"1,450,000","1,002","100,000"
1/09/2019,September,2019,Dubai Marina,Apartment,2,"1,265,000","1,093","101,500"
1/10/2019,October,2019,Dubai Marina,Apartment,2,"1,300,000","1,053","119,999"
1/11/2019,November,2019,Dubai Marina,Apartment,2,"1,450,000","1,107","110,000"
1/12/2019,December,2019,Dubai Marina,Apartment,2,"1,450,000","1,134","110,000"
1/01/2020,January,2020,Dubai Marina,Apartment,2,"1,366,240","1,113","115,000"
1/02/2020,February,2020,Dubai Marina,Apartment,2,"1,575,000","1,144","122,500"
1/03/2020,March,2020,Dubai Marina,Apartment,2,"1,750,000","1,257","105,000"
1/04/2020,April,2020,Dubai Marina,Apartment,2,"1,425,000",998,"85,000"
1/05/2020,May,2020,Dubai Marina,Apartment,2,"1,587,500","1,100","100,000"
1/06/2020,June,2020,Dubai Marina,Apartment,2,"1,287,500",944,"93,500"
1/07/2020,July,2020,Dubai Marina,Apartment,2,"1,100,000",977,"97,500"
1/08/2020,August,2020,Dubai Marina,Apartment,2,"1,550,000",892,"97,500"
1/09/2020,September,2020,Dubai Marina,Apartment,2,"1,270,000",906,"102,000"
1/10/2020,October,2020,Dubai Marina,Apartment,2,"1,175,000",897,"100,000"
1/11/2020,November,2020,Dubai Marina,Apartment,2,"1,190,000",901,"90,000"
1/12/2020,December,2020,Dubai Marina,Apartment,2,"1,415,000","1,045","80,000"
1/01/2021,January,2021,Dubai Marina,Apartment,2,"1,295,000",887,"95,500"
1/02/2021,February,2021,Dubai Marina,Apartment,2,"1,630,000","1,115","85,000"
1/03/2021,March,2021,Dubai Marina,Apartment,2,"1,500,000","1,020","106,000"
1/04/2019,April,2019,Dubai Marina,Apartment,3,"2,601,875","1,073","155,000"
1/05/2019,May,2019,Dubai Marina,Apartment,3,"2,037,500","1,021","155,000"
1/06/2019,June,2019,Dubai Marina,Apartment,3,"2,500,000","1,042","180,000"
1/07/2019,July,2019,Dubai Marina,Apartment,3,"2,100,000",939,"110,000"
1/08/2019,August,2019,Dubai Marina,Apartment,3,"1,800,000",722,"140,000"
1/09/2019,September,2019,Dubai Marina,Apartment,3,"2,115,571",861,"140,000"
1/10/2019,October,2019,Dubai Marina,Apartment,3,"2,200,000",989,"160,000"
1/11/2019,November,2019,Dubai Marina,Apartment,3,"2,284,235","1,145","160,000"
1/12/2019,December,2019,Dubai Marina,Apartment,3,"1,800,000",865,"150,000"
1/01/2020,January,2020,Dubai Marina,Apartment,3,"1,812,310",942,"160,000"
1/02/2020,February,2020,Dubai Marina,Apartment,3,"2,250,000","1,181","142,500"
1/03/2020,March,2020,Dubai Marina,Apartment,3,"2,100,000","1,139","172,500"
1/04/2020,April,2020,Dubai Marina,Apartment,3,"2,200,000","1,149","150,000"
1/05/2020,May,2020,Dubai Marina,Apartment,3,"2,065,000",922,"125,000"
1/06/2020,June,2020,Dubai Marina,Apartment,3,"2,000,000","1,050","120,000"
1/07/2020,July,2020,Dubai Marina,Apartment,3,"1,723,000",815,"151,500"
1/08/2020,August,2020,Dubai Marina,Apartment,3,"1,700,000",916,"150,000"
1/09/2020,September,2020,Dubai Marina,Apartment,3,"2,475,000","1,110","125,000"
1/10/2020,October,2020,Dubai Marina,Apartment,3,"1,713,961",768,"130,000"
1/11/2020,November,2020,Dubai Marina,Apartment,3,"2,000,000",960,"140,000"
1/12/2020,December,2020,Dubai Marina,Apartment,3,"2,275,000",952,"90,000"
1/01/2021,January,2021,Dubai Marina,Apartment,3,"2,330,000","1,151","150,000"
1/02/2021,February,2021,Dubai Marina,Apartment,3,"1,875,000",821,"120,000"
1/03/2021,March,2021,Dubai Marina,Apartment,3,"2,420,000","1,119","94,000"
1/04/2019,April,2019,Dubai Marina,Apartment,4,"7,505,000","1,896","460,000"
1/05/2019,May,2019,Dubai Marina,Apartment,4,"2,925,000",968,"490,500"
1/06/2019,June,2019,Dubai Marina,Apartment,4,"3,200,000","1,007","527,500"
1/07/2019,July,2019,Dubai Marina,Apartment,4,"1,698,000",657,"561,440"
1/08/2019,August,2019,Dubai Marina,Apartment,4,"3,850,000",648,"600,000"
1/09/2019,September,2019,Dubai Marina,Apartment,4,"6,032,000","1,379","130,000"
1/10/2019,October,2019,Dubai Marina,Apartment,4,"2,000,000",830,"265,000"
1/11/2019,November,2019,Dubai Marina,Apartment,4,"5,700,660","1,407","315,000"
1/12/2019,December,2019,Dubai Marina,Apartment,4,"2,038,000",777,"200,000"
1/01/2020,January,2020,Dubai Marina,Apartment,4,"2,400,000",822,"140,000"
1/02/2020,February,2020,Dubai Marina,Apartment,4,"6,712,825","1,378","225,000"
1/03/2020,March,2020,Dubai Marina,Apartment,4,"8,850,000","1,111","250,000"
1/04/2020,April,2020,Dubai Marina,Apartment,4,"5,800,000","1,511","240,500"
1/05/2020,May,2020,Dubai Marina,Apartment,4,"1,500,000",612,"225,000"
1/06/2020,June,2020,Dubai Marina,Apartment,4,,,"220,000"
1/07/2020,July,2020,Dubai Marina,Apartment,4,,,"207,000"
1/08/2020,August,2020,Dubai Marina,Apartment,4,"2,520,000",649,"210,000"
1/09/2020,September,2020,Dubai Marina,Apartment,4,"2,400,000",786,"210,000"
1/10/2020,October,2020,Dubai Marina,Apartment,4,"2,700,000",849,"175,000"
1/11/2020,November,2020,Dubai Marina,Apartment,4,"5,300,000",993,"150,000"
1/12/2020,December,2020,Dubai Marina,Apartment,4,"4,140,000","1,312","420,000"
1/01/2021,January,2021,Dubai Marina,Apartment,4,"5,075,000",899,"200,000"
1/02/2021,February,2021,Dubai Marina,Apartment,4,"11,494,600","2,237","117,500"
1/03/2021,March,2021,Dubai Marina,Apartment,4,"4,042,500","1,089","110,000"
1/04/2019,April,2019,Dubai Marina,Apartment,0,"600,000","1,330","49,500"
1/05/2019,May,2019,Dubai Marina,Apartment,0,"475,000","1,234","50,000"
1/06/2019,June,2019,Dubai Marina,Apartment,0,"775,000","1,738","40,000"
1/07/2019,July,2019,Dubai Marina,Apartment,0,"470,000",952,"48,000"
1/08/2019,August,2019,Dubai Marina,Apartment,0,"750,000","1,368","42,000"
1/09/2019,September,2019,Dubai Marina,Apartment,0,"1,010,944","1,872","56,500"
1/10/2019,October,2019,Dubai Marina,Apartment,0,"568,750","1,189","49,500"
1/11/2019,November,2019,Dubai Marina,Apartment,0,"787,500","1,588","47,500"
1/12/2019,December,2019,Dubai Marina,Apartment,0,"640,000","1,619","50,000"
1/01/2020,January,2020,Dubai Marina,Apartment,0,"592,500","1,513","53,750"
1/02/2020,February,2020,Dubai Marina,Apartment,0,"565,000","1,204","47,000"
1/03/2020,March,2020,Dubai Marina,Apartment,0,"575,000","1,235","45,000"
1/04/2020,April,2020,Dubai Marina,Apartment,0,"850,000","1,825","43,500"
1/05/2020,May,2020,Dubai Marina,Apartment,0,"560,000","1,568","41,500"
1/06/2020,June,2020,Dubai Marina,Apartment,0,"545,000","1,216","50,000"
1/07/2020,July,2020,Dubai Marina,Apartment,0,"560,000","1,258","63,000"
1/08/2020,August,2020,Dubai Marina,Apartment,0,"440,000","1,233","58,000"
1/09/2020,September,2020,Dubai Marina,Apartment,0,"490,000","1,233","52,500"
1/10/2020,October,2020,Dubai Marina,Apartment,0,"395,000",815,"42,500"
1/11/2020,November,2020,Dubai Marina,Apartment,0,"602,500","1,200","58,000"
1/12/2020,December,2020,Dubai Marina,Apartment,0,"385,000",998,"42,000"
1/01/2021,January,2021,Dubai Marina,Apartment,0,"510,000","1,259","44,000"
1/02/2021,February,2021,Dubai Marina,Apartment,0,"725,000","1,401","30,000"
1/03/2021,March,2021,Dubai Marina,Apartment,0,"408,000",984,"45,000"
1/04/2019,April,2019,Downtown Dubai,Apartment,0,"750,000","1,562","70,000"
1/05/2019,May,2019,Downtown Dubai,Apartment,0,"867,500","1,505","57,000"
1/06/2019,June,2019,Downtown Dubai,Apartment,0,"1,050,000","2,023","44,500"
1/07/2019,July,2019,Downtown Dubai,Apartment,0,"675,000","1,134","56,000"
1/08/2019,August,2019,Downtown Dubai,Apartment,0,"872,500","1,827","52,500"
1/09/2019,September,2019,Downtown Dubai,Apartment,0,"1,030,000","1,413","55,000"
1/10/2019,October,2019,Downtown Dubai,Apartment,0,"742,500","1,508","54,000"
1/11/2019,November,2019,Downtown Dubai,Apartment,0,"652,500","1,277","50,000"
1/12/2019,December,2019,Downtown Dubai,Apartment,0,"1,000,000","1,927","55,800"
1/01/2020,January,2020,Downtown Dubai,Apartment,0,"732,860","1,118","50,000"
1/02/2020,February,2020,Downtown Dubai,Apartment,0,"900,000","1,533","53,500"
1/03/2020,March,2020,Downtown Dubai,Apartment,0,"600,000","1,212","57,000"
1/04/2020,April,2020,Downtown Dubai,Apartment,0,"450,000",867,"50,500"
1/05/2020,May,2020,Downtown Dubai,Apartment,0,"477,500","1,066","45,000"
1/06/2020,June,2020,Downtown Dubai,Apartment,0,"481,500","1,085","45,000"
1/07/2020,July,2020,Downtown Dubai,Apartment,0,"925,000","1,782","45,000"
1/08/2020,August,2020,Downtown Dubai,Apartment,0,"740,000","1,494","45,000"
1/09/2020,September,2020,Downtown Dubai,Apartment,0,"850,000","1,543","60,000"
1/10/2020,October,2020,Downtown Dubai,Apartment,0,"950,000","1,609","51,500"
1/11/2020,November,2020,Downtown Dubai,Apartment,0,"900,000","1,392","43,000"
1/12/2020,December,2020,Downtown Dubai,Apartment,0,"625,000","1,293","43,000"
1/01/2021,January,2021,Downtown Dubai,Apartment,0,"730,414","1,384","41,500"
1/02/2021,February,2021,Downtown Dubai,Apartment,0,"1,068,414","1,840","40,000"
1/03/2021,March,2021,Downtown Dubai,Apartment,0,"700,000","1,056","40,000"
1/04/2019,April,2019,Downtown Dubai,Apartment,1,"1,300,000","1,417","108,000"
1/05/2019,May,2019,Downtown Dubai,Apartment,1,"1,200,000","1,305","102,500"
1/06/2019,June,2019,Downtown Dubai,Apartment,1,"1,150,000","1,262","82,500"
1/07/2019,July,2019,Downtown Dubai,Apartment,1,"1,067,500","1,230","78,000"
1/08/2019,August,2019,Downtown Dubai,Apartment,1,"1,575,972","1,627","77,000"
1/09/2019,September,2019,Downtown Dubai,Apartment,1,"1,127,500","1,305","90,000"
1/10/2019,October,2019,Downtown Dubai,Apartment,1,"1,180,000","1,219","85,000"
1/11/2019,November,2019,Downtown Dubai,Apartment,1,"1,500,000","1,523","80,000"
1/12/2019,December,2019,Downtown Dubai,Apartment,1,"1,137,500","1,284","88,000"
1/01/2020,January,2020,Downtown Dubai,Apartment,1,"1,275,000","1,490","75,000"
1/02/2020,February,2020,Downtown Dubai,Apartment,1,"1,240,000","1,297","80,000"
1/03/2020,March,2020,Downtown Dubai,Apartment,1,"1,505,000","1,569","101,750"
1/04/2020,April,2020,Downtown Dubai,Apartment,1,"1,425,000","1,330","73,000"
1/05/2020,May,2020,Downtown Dubai,Apartment,1,"1,195,000","1,226","72,500"
1/06/2020,June,2020,Downtown Dubai,Apartment,1,"1,165,000","1,216","70,000"
1/07/2020,July,2020,Downtown Dubai,Apartment,1,"1,385,414","1,476","65,000"
1/08/2020,August,2020,Downtown Dubai,Apartment,1,"1,155,000","1,247","65,000"
1/09/2020,September,2020,Downtown Dubai,Apartment,1,"1,036,512","1,103","96,000"
1/10/2020,October,2020,Downtown Dubai,Apartment,1,"1,577,500","1,466","66,500"
1/11/2020,November,2020,Downtown Dubai,Apartment,1,"1,330,944","1,331","64,000"
1/12/2020,December,2020,Downtown Dubai,Apartment,1,"1,375,000","1,445","71,500"
1/01/2021,January,2021,Downtown Dubai,Apartment,1,"940,000","1,109","67,500"
1/02/2021,February,2021,Downtown Dubai,Apartment,1,"1,050,000","1,153","70,000"
1/03/2021,March,2021,Downtown Dubai,Apartment,1,"1,200,000","1,220","78,000"
1/04/2019,April,2019,Downtown Dubai,Apartment,2,"2,200,000","1,596","213,500"
1/05/2019,May,2019,Downtown Dubai,Apartment,2,"2,300,000","1,535","122,500"
1/06/2019,June,2019,Downtown Dubai,Apartment,2,"1,900,000","1,499","87,500"
1/07/2019,July,2019,Downtown Dubai,Apartment,2,"1,930,000","1,380","125,000"
1/08/2019,August,2019,Downtown Dubai,Apartment,2,"2,633,170","1,573","125,000"
1/09/2019,September,2019,Downtown Dubai,Apartment,2,"2,225,000","1,597","110,000"
1/10/2019,October,2019,Downtown Dubai,Apartment,2,"1,550,000","1,138","127,500"
1/11/2019,November,2019,Downtown Dubai,Apartment,2,"3,268,888","1,748","119,000"
1/12/2019,December,2019,Downtown Dubai,Apartment,2,"2,365,187","1,443","135,000"
1/01/2020,January,2020,Downtown Dubai,Apartment,2,"2,000,000","1,400","130,000"
1/02/2020,February,2020,Downtown Dubai,Apartment,2,"1,950,000","1,343","140,000"
1/03/2020,March,2020,Downtown Dubai,Apartment,2,"2,105,000","1,513","113,500"
1/04/2020,April,2020,Downtown Dubai,Apartment,2,"2,799,944","1,660","140,000"
1/05/2020,May,2020,Downtown Dubai,Apartment,2,"1,950,000","1,278","120,000"
1/06/2020,June,2020,Downtown Dubai,Apartment,2,"2,300,000","1,334","100,000"
1/07/2020,July,2020,Downtown Dubai,Apartment,2,"2,050,000","1,412","105,000"
1/08/2020,August,2020,Downtown Dubai,Apartment,2,"1,550,000","1,184","95,000"
1/09/2020,September,2020,Downtown Dubai,Apartment,2,"1,540,000","1,232","117,500"
1/10/2020,October,2020,Downtown Dubai,Apartment,2,"1,400,000",992,"115,000"
1/11/2020,November,2020,Downtown Dubai,Apartment,2,"1,415,750",990,"135,000"
1/12/2020,December,2020,Downtown Dubai,Apartment,2,"2,020,000","1,249","115,000"
1/01/2021,January,2021,Downtown Dubai,Apartment,2,"1,850,000","1,297","110,000"
1/02/2021,February,2021,Downtown Dubai,Apartment,2,"2,025,000","1,450","115,000"
1/03/2021,March,2021,Downtown Dubai,Apartment,2,"1,875,000","1,268","102,000"
1/04/2019,April,2019,Downtown Dubai,Apartment,3,"4,650,000","1,879","177,500"
1/05/2019,May,2019,Downtown Dubai,Apartment,3,"2,852,226","1,356","195,000"
1/06/2019,June,2019,Downtown Dubai,Apartment,3,"7,844,944","3,181","153,000"
1/07/2019,July,2019,Downtown Dubai,Apartment,3,"3,000,000","1,427","144,000"
1/08/2019,August,2019,Downtown Dubai,Apartment,3,"4,600,000","1,868","165,000"
1/09/2019,September,2019,Downtown Dubai,Apartment,3,"3,050,000","1,472","185,000"
1/10/2019,October,2019,Downtown Dubai,Apartment,3,"3,844,355","1,779","192,500"
1/11/2019,November,2019,Downtown Dubai,Apartment,3,"3,709,944","1,753","160,000"
1/12/2019,December,2019,Downtown Dubai,Apartment,3,"3,050,000","1,367","135,000"
1/01/2020,January,2020,Downtown Dubai,Apartment,3,"3,875,000","1,872","170,000"
1/02/2020,February,2020,Downtown Dubai,Apartment,3,"3,574,440","1,674","225,000"
1/03/2020,March,2020,Downtown Dubai,Apartment,3,"3,900,000","1,895","232,500"
1/04/2020,April,2020,Downtown Dubai,Apartment,3,"4,245,444","2,143","210,000"
1/05/2020,May,2020,Downtown Dubai,Apartment,3,"3,000,000","1,586","160,000"
1/06/2020,June,2020,Downtown Dubai,Apartment,3,"3,798,944","1,878","155,000"
1/07/2020,July,2020,Downtown Dubai,Apartment,3,"3,262,500","1,791","145,000"
1/08/2020,August,2020,Downtown Dubai,Apartment,3,"2,775,000","1,459","170,000"
1/09/2020,September,2020,Downtown Dubai,Apartment,3,"4,000,000","1,942","175,000"
1/10/2020,October,2020,Downtown Dubai,Apartment,3,"3,501,750","1,626","220,000"
1/11/2020,November,2020,Downtown Dubai,Apartment,3,"3,675,000","1,616","152,500"
1/12/2020,December,2020,Downtown Dubai,Apartment,3,"2,800,000","1,386","160,000"
1/01/2021,January,2021,Downtown Dubai,Apartment,3,"3,100,000","1,380","170,000"
1/02/2021,February,2021,Downtown Dubai,Apartment,3,"3,650,000","1,853","101,500"
1/03/2021,March,2021,Downtown Dubai,Apartment,3,"4,200,000","2,017","200,000"
1/05/2019,May,2019,Downtown Dubai,Apartment,4,"11,941,888","2,135","216,000"
1/09/2019,September,2019,Downtown Dubai,Apartment,4,"11,500,000","2,231","260,000"
1/02/2020,February,2020,Downtown Dubai,Apartment,4,"10,600,000","2,306","324,000"
1/07/2020,July,2020,Downtown Dubai,Apartment,4,"978,000","2,123","400,000"
1/09/2020,September,2020,Downtown Dubai,Apartment,4,"9,600,000","2,089","414,000"
1/10/2020,October,2020,Downtown Dubai,Apartment,4,"12,780,000","1,995","421,000"
1/11/2020,November,2020,Downtown Dubai,Apartment,4,"14,199,813","1,983","440,000"
1/12/2020,December,2020,Downtown Dubai,Apartment,4,"964,000","1,800","550,000"
1/02/2021,February,2021,Downtown Dubai,Apartment,4,"4,950,000","1,663","635,000"
1/03/2021,March,2021,Downtown Dubai,Apartment,4,"3,325,000",558,"637,000"
1/03/2019,March,2019,Business Bay,Apartment,0,"605,000","1,118","55,000"
1/04/2019,April,2019,Business Bay,Apartment,0,"647,500",936,"55,000"
1/05/2019,May,2019,Business Bay,Apartment,0,"1,012,500","1,957","53,000"
1/06/2019,June,2019,Business Bay,Apartment,0,"585,000","1,239","50,000"
1/07/2019,July,2019,Business Bay,Apartment,0,"457,500",895,"47,500"
1/08/2019,August,2019,Business Bay,Apartment,0,"600,000","1,231","48,000"
1/09/2019,September,2019,Business Bay,Apartment,0,"630,000","1,390","49,500"
1/10/2019,October,2019,Business Bay,Apartment,0,"540,000","1,259","50,000"
1/11/2019,November,2019,Business Bay,Apartment,0,"515,000","1,115","50,000"
1/12/2019,December,2019,Business Bay,Apartment,0,"540,000","1,245","46,000"
1/01/2020,January,2020,Business Bay,Apartment,0,"751,363","1,252","45,000"
1/02/2020,February,2020,Business Bay,Apartment,0,"563,500","1,052","52,000"
1/03/2020,March,2020,Business Bay,Apartment,0,"586,500",861,"52,000"
1/04/2020,April,2020,Business Bay,Apartment,0,"585,000",900,"50,000"
1/05/2020,May,2020,Business Bay,Apartment,0,"585,000","1,200","50,000"
1/06/2020,June,2020,Business Bay,Apartment,0,"584,500","1,592","48,000"
1/07/2020,July,2020,Business Bay,Apartment,0,"440,000",785,"38,000"
1/08/2020,August,2020,Business Bay,Apartment,0,"522,240",915,"39,000"
1/09/2020,September,2020,Business Bay,Apartment,0,"581,738","1,447","44,990"
1/10/2020,October,2020,Business Bay,Apartment,0,"750,000","1,504","50,000"
1/11/2020,November,2020,Business Bay,Apartment,0,"556,000","1,206","43,000"
1/12/2020,December,2020,Business Bay,Apartment,0,"625,000","1,228","38,000"
1/01/2021,January,2021,Business Bay,Apartment,0,"613,050","1,318","44,000"
1/02/2021,February,2021,Business Bay,Apartment,0,"542,500","1,221","41,000"
1/03/2021,March,2021,Business Bay,Apartment,0,"580,000","1,268","42,000"
1/04/2019,April,2019,Business Bay,Apartment,1,"910,000","1,024","70,000"
1/05/2019,May,2019,Business Bay,Apartment,1,"885,000",922,"65,000"
1/06/2019,June,2019,Business Bay,Apartment,1,"900,000","1,027","67,500"
1/07/2019,July,2019,Business Bay,Apartment,1,"802,500",930,"73,000"
1/08/2019,August,2019,Business Bay,Apartment,1,"845,000",931,"72,000"
1/09/2019,September,2019,Business Bay,Apartment,1,"1,099,712","1,384","96,600"
1/10/2019,October,2019,Business Bay,Apartment,1,"950,000","1,048","71,500"
1/11/2019,November,2019,Business Bay,Apartment,1,"832,500",929,"75,000"
1/12/2019,December,2019,Business Bay,Apartment,1,"757,807",925,"69,500"
1/01/2020,January,2020,Business Bay,Apartment,1,"750,000",970,"57,000"
1/02/2020,February,2020,Business Bay,Apartment,1,"850,000",951,"85,000"
1/03/2020,March,2020,Business Bay,Apartment,1,"957,720","1,105","57,500"
1/04/2020,April,2020,Business Bay,Apartment,1,"1,168,258","1,118","61,500"
1/05/2020,May,2020,Business Bay,Apartment,1,"1,325,500","1,662","55,000"
1/06/2020,June,2020,Business Bay,Apartment,1,"999,500","1,521","45,000"
1/07/2020,July,2020,Business Bay,Apartment,1,"750,000",954,"42,000"
1/08/2020,August,2020,Business Bay,Apartment,1,"741,000",908,"56,000"
1/09/2020,September,2020,Business Bay,Apartment,1,"950,040","1,200","60,000"
1/10/2020,October,2020,Business Bay,Apartment,1,"927,500",979,"65,000"
1/11/2020,November,2020,Business Bay,Apartment,1,"980,000","1,055","42,500"
1/12/2020,December,2020,Business Bay,Apartment,1,"1,040,966","1,178","60,000"
1/01/2021,January,2021,Business Bay,Apartment,1,"1,115,405","1,241","51,000"
1/02/2021,February,2021,Business Bay,Apartment,1,"1,010,913","1,240","65,000"
1/03/2021,March,2021,Business Bay,Apartment,1,"854,545",943,"60,000"
1/04/2019,April,2019,Business Bay,Apartment,2,"2,315,463","1,477","90,000"
1/05/2019,May,2019,Business Bay,Apartment,2,"2,301,294","1,558","95,000"
1/06/2019,June,2019,Business Bay,Apartment,2,"2,080,516","1,376","97,500"
1/07/2019,July,2019,Business Bay,Apartment,2,"2,100,000","1,465","100,000"
1/08/2019,August,2019,Business Bay,Apartment,2,"1,500,000","1,042","95,000"
1/09/2019,September,2019,Business Bay,Apartment,2,"1,820,000","1,168","90,000"
1/10/2019,October,2019,Business Bay,Apartment,2,"1,250,000",902,"95,000"
1/11/2019,November,2019,Business Bay,Apartment,2,"1,500,000","1,127","85,500"
1/12/2019,December,2019,Business Bay,Apartment,2,"1,450,000",861,"105,000"
1/01/2020,January,2020,Business Bay,Apartment,2,"1,830,000","1,204","85,000"
1/02/2020,February,2020,Business Bay,Apartment,2,"1,750,000","1,232","75,000"
1/03/2020,March,2020,Business Bay,Apartment,2,"2,349,196","1,643","95,000"
1/04/2020,April,2020,Business Bay,Apartment,2,"1,124,395",737,"90,000"
1/05/2020,May,2020,Business Bay,Apartment,2,"9,100,094","2,516","88,500"
1/06/2020,June,2020,Business Bay,Apartment,2,"1,425,000",790,"95,000"
1/07/2020,July,2020,Business Bay,Apartment,2,"1,100,000",762,"90,000"
1/08/2020,August,2020,Business Bay,Apartment,2,"1,214,881",772,"85,000"
1/09/2020,September,2020,Business Bay,Apartment,2,"1,552,500","1,125","90,000"
1/10/2020,October,2020,Business Bay,Apartment,2,"1,440,000",937,"78,000"
1/11/2020,November,2020,Business Bay,Apartment,2,"1,622,405","1,191","105,000"
1/12/2020,December,2020,Business Bay,Apartment,2,"2,050,000","1,364","70,000"
1/01/2021,January,2021,Business Bay,Apartment,2,"1,723,529","1,205","100,000"
1/02/2021,February,2021,Business Bay,Apartment,2,"1,622,405","1,239","89,740"
1/03/2021,March,2021,Business Bay,Apartment,2,"1,626,600","1,198","86,000"
1/04/2019,April,2019,Business Bay,Apartment,3,"2,250,000","1,028","139,000"
1/05/2019,May,2019,Business Bay,Apartment,3,"2,305,000",938,"130,000"
1/06/2019,June,2019,Business Bay,Apartment,3,"1,965,000",661,"120,000"
1/07/2019,July,2019,Business Bay,Apartment,3,"2,700,000","1,229","120,000"
1/08/2019,August,2019,Business Bay,Apartment,3,"3,578,620","1,573","115,000"
1/09/2019,September,2019,Business Bay,Apartment,3,"1,900,000",861,"115,000"
1/10/2019,October,2019,Business Bay,Apartment,3,"2,000,000",918,"115,000"
1/11/2019,November,2019,Business Bay,Apartment,3,"3,600,000","1,843","120,000"
1/12/2019,December,2019,Business Bay,Apartment,3,"2,400,000",784,"155,000"
1/01/2020,January,2020,Business Bay,Apartment,3,"1,581,042",722,"120,000"
1/02/2020,February,2020,Business Bay,Apartment,3,"2,280,125","1,021","112,500"
1/03/2020,March,2020,Business Bay,Apartment,3,"1,900,000",861,"135,000"
1/04/2020,April,2020,Business Bay,Apartment,3,"1,927,500",894,"130,000"
1/05/2020,May,2020,Business Bay,Apartment,3,"2,073,000","1,012","139,999"
1/06/2020,June,2020,Business Bay,Apartment,3,"3,280,635","1,670","130,000"
1/07/2020,July,2020,Business Bay,Apartment,3,"3,297,796","1,679","125,000"
1/08/2020,August,2020,Business Bay,Apartment,3,"2,230,000",924,"124,900"
1/09/2020,September,2020,Business Bay,Apartment,3,"2,087,000","1,144","120,000"
1/10/2020,October,2020,Business Bay,Apartment,3,"2,059,870","1,071","120,000"
1/11/2020,November,2020,Business Bay,Apartment,3,"2,002,000","1,025","107,500"
1/12/2020,December,2020,Business Bay,Apartment,3,"1,988,500","1,014","110,000"
1/01/2021,January,2021,Business Bay,Apartment,3,"2,255,410","1,219","140,000"
1/02/2021,February,2021,Business Bay,Apartment,3,"2,305,437","1,180","115,000"
1/03/2021,March,2021,Business Bay,Apartment,3,"2,139,100",971,"120,000"
1/04/2019,April,2019,Business Bay,Apartment,4,"4,702,000","1,080","225,000"
1/05/2019,May,2019,Business Bay,Apartment,4,"4,400,000",979,"210,000"
1/06/2019,June,2019,Business Bay,Apartment,4,"4,385,000",998,"199,999"
1/07/2019,July,2019,Business Bay,Apartment,4,"3,850,000","1,159","190,000"
1/08/2019,August,2019,Business Bay,Apartment,4,"3,275,000","1,132","200,000"
1/09/2019,September,2019,Business Bay,Apartment,4,"2,700,000",942,"199,999"
1/10/2019,October,2019,Business Bay,Apartment,4,"2,350,000",820,"210,000"
1/11/2019,November,2019,Business Bay,Apartment,4,"6,512,400",900,"219,000"
1/12/2019,December,2019,Business Bay,Apartment,4,"6,900,000","1,127","235,000"
1/01/2020,January,2020,Business Bay,Apartment,4,"5,200,000","1,120","280,000"
1/02/2020,February,2020,Business Bay,Apartment,4,"3,475,000",934,"285,000"
